gml_id,ad,geojson
bursa_organizesanayibolgeleri.1,TEKSTİL BOYACILARI OSB,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.682422108,40.250772372],[28.687131942,40.250750954],[28.687780753,40.250675731],[28.689071372,40.250690361],[28.690706479,40.250708874],[28.696595797,40.250775363],[28.702195581,40.250838306],[28.7078546,40.250901643],[28.708610588,40.250650853],[28.709389673,40.245936747],[28.709205654,40.24134836],[28.707102647,40.24159881],[28.70700031,40.241610996],[28.706729348,40.240510005],[28.705939531,40.240531745],[28.705563861,40.240717804],[28.70515694,40.240848166],[28.703986821,40.241053562],[28.703551859,40.241110534],[28.70311185,40.241135997],[28.701893752,40.241147905],[28.701064025,40.241218778],[28.698049188,40.241862775],[28.696364539,40.239593604],[28.695096486,40.240768106],[28.69482568,40.241721269],[28.694829463,40.242161243],[28.69495131,40.242516169],[28.694995645,40.242603453],[28.695329884,40.243261545],[28.695391551,40.243403002],[28.695434943,40.243548396],[28.695459638,40.243696336],[28.695465414,40.243845413],[28.695452216,40.243994216],[28.695397154,40.244213805],[28.69533745,40.244355763],[28.695214812,40.244558658],[28.695054869,40.244745684],[28.694929176,40.244859558],[28.694715026,40.245011448],[28.694557166,40.245098686],[28.694301482,40.245206452],[28.694120792,40.245261893],[28.693933922,40.245303594],[28.693645907,40.245339516],[28.693451423,40.245345392],[28.693257119,40.24533672],[28.693160612,40.245326949],[28.691145462,40.245084496],[28.691010581,40.24507002],[28.690875141,40.245058979],[28.690603197,40.245047266],[28.690466997,40.245046602],[28.690323081,40.24504976],[28.69005927,40.245065381],[28.689656001,40.245115133],[28.689132138,40.245228749],[28.688959991,40.245279531],[28.688512441,40.245443787],[28.688055433,40.24567053],[28.68774061,40.245869959],[28.687641622,40.24594165],[28.685834415,40.24761434],[28.682422106,40.250772372],[28.682422108,40.250772372]]]]}"
bursa_organizesanayibolgeleri.2,MERMERCİLER OSB,"{""type"":""MultiPolygon"",""coordinates"":[[[[28.56523661,39.905271993],[28.567375455,39.903085162],[28.56866207,39.900928756],[28.568717717,39.89995943],[28.566621343,39.899264078],[28.565877329,39.901768727],[28.56364762,39.900661809],[28.562298379,39.899866346],[28.562286958,39.900412694],[28.558727594,39.90096964],[28.555559872,39.899768932],[28.553881346,39.901141555],[28.553363173,39.903006807],[28.555538957,39.90498763],[28.556337759,39.907497763],[28.557058544,39.909501416],[28.557766385,39.909630261],[28.55815419,39.909265641],[28.558406128,39.908041971],[28.559400198,39.908117061],[28.559473908,39.907190895],[28.560587338,39.907183812],[28.561343223,39.907827517],[28.561924399,39.90816931],[28.562778506,39.908444778],[28.563285942,39.907551868],[28.563505396,39.906578721],[28.56523661,39.905271993]]]]}"
bursa_organizesanayibolgeleri.3,BARAKFAKİH OSB,"{""type"":""MultiPolygon"",""coordinates"":[[[[29.254005236,40.212004876],[29.254111812,40.211948871],[29.254218389,40.211892866],[29.254335035,40.211871082],[29.254463202,40.211858523],[29.257910201,40.211872142],[29.2615132,40.21184945],[29.26426841,40.211840304],[29.267714628,40.211850718],[29.271979053,40.211678447],[29.272220325,40.211660585],[29.274417912,40.211448044],[29.275760516,40.211286137],[29.276921589,40.211172104],[29.279095512,40.210976304],[29.281388805,40.210748829],[29.283470672,40.21052989],[29.286812468,40.21021205],[29.287746927,40.210138349],[29.290691525,40.209860397],[29.292090411,40.209709641],[29.294808676,40.209434719],[29.295976675,40.209320945],[29.299232708,40.20899876],[29.301385838,40.208784952],[29.303813422,40.208551642],[29.30565554,40.208397125],[29.305627429,40.208317357],[29.305570363,40.20799736],[29.305545411,40.207634507],[29.305545023,40.207491959],[29.305586719,40.207391408],[29.305722386,40.207209636],[29.305883559,40.206933681],[29.306112249,40.206792518],[29.306349736,40.206663959],[29.306636729,40.206586563],[29.306834204,40.206535531],[29.307149234,40.206523938],[29.307458316,40.206607708],[29.307822826,40.206758161],[29.30808525,40.206930985],[29.308384019,40.207399409],[29.308577235,40.207594054],[29.308695991,40.207725372],[29.308808151,40.207786597],[29.309023541,40.207829665],[29.309304636,40.207866119],[29.309745823,40.20787727],[29.309918455,40.207872162],[29.310240751,40.207855771],[29.310824483,40.207854749],[29.311147453,40.207851181],[29.311212048,40.207850467],[29.311276642,40.207849754],[29.31115418,40.207727609],[29.310941641,40.207576034],[29.310739232,40.207228003],[29.310732872,40.207118527],[29.310712661,40.206964897],[29.310761478,40.20677072],[29.310757984,40.20666237],[29.310757784,40.206598595],[29.310826336,40.206606822],[29.310885935,40.206555519],[29.31106659,40.206391348],[29.311274505,40.206283025],[29.311480375,40.206183886],[29.311786704,40.206103008],[29.311992954,40.206048141],[29.312021345,40.206013684],[29.312007273,40.205964202],[29.311612675,40.205346353],[29.310968359,40.204520505],[29.310892526,40.204442849],[29.310795087,40.204563032],[29.310455617,40.2047709],[29.310157079,40.204855922],[29.309762304,40.204995046],[29.309649073,40.205011457],[29.309593293,40.204986474],[29.309481737,40.204936508],[29.309380537,40.204898898],[29.3091874,40.204886667],[29.309115685,40.20488325],[29.308922115,40.204876121],[29.308793067,40.204871368],[29.308697712,40.204870867],[29.308568524,40.204872],[29.308363217,40.204880454],[29.308236458,40.204899603],[29.308138941,40.204914813],[29.30801569,40.204944518],[29.307923714,40.204966418],[29.307859982,40.204974502],[29.307796251,40.204982587],[29.307657156,40.205001051],[29.307376772,40.205051833],[29.306659261,40.20531405],[29.306037072,40.205610143],[29.305322117,40.206125997],[29.304735224,40.206567925],[29.303670699,40.20754649],[29.302971209,40.208433874],[29.301690764,40.208566229],[29.302298114,40.207721175],[29.302825889,40.207060604],[29.303522461,40.206325208],[29.304416408,40.205636085],[29.304912926,40.205274874],[29.305319043,40.205006233],[29.305463382,40.20490708],[29.305287688,40.204895088],[29.304931474,40.204922826],[29.304792772,40.204946767],[29.304269928,40.205155509],[29.303968724,40.205296306],[29.303666982,40.205460058],[29.303386602,40.205554534],[29.303312501,40.205529191],[29.303215709,40.205421065],[29.303121221,40.205217607],[29.303088319,40.205013652],[29.303052597,40.204893605],[29.303012644,40.20481582],[29.302975808,40.204695002],[29.302944129,40.204548421],[29.302872688,40.204504252],[29.302810275,40.204409632],[29.302746173,40.20432126],[29.302781679,40.204213055],[29.302847679,40.20416876],[29.302905051,40.20415846],[29.302955719,40.204111039],[29.302930525,40.204040949],[29.302884224,40.203971173],[29.302843471,40.203914237],[29.302755695,40.203824657],[29.302699357,40.20374811],[29.302728411,40.203660079],[29.302722586,40.20357892],[29.302658357,40.203505995],[29.302585071,40.203451409],[29.302482289,40.203388],[29.302376786,40.203347601],[29.302256617,40.20331334],[29.302180975,40.203296148],[29.302016626,40.203277151],[29.301987142,40.203278327],[29.301957905,40.203276645],[29.301925519,40.203334812],[29.301928214,40.203392986],[29.301926219,40.203448853],[29.301894206,40.203534841],[29.301863626,40.203629829],[29.30184592,40.203679302],[29.301778465,40.203751233],[29.301717936,40.203810541],[29.301686329,40.20385438],[29.301590551,40.203972077],[29.301574334,40.204012351],[29.301562247,40.204097236],[29.301606237,40.204146662],[29.301619816,40.204202445],[29.301614503,40.204240187],[29.301580123,40.204315971],[29.301531252,40.20436718],[29.301525246,40.204390583],[29.301432003,40.204400077],[29.301305805,40.204373394],[29.301158794,40.204354998],[29.301066204,40.204350155],[29.300941965,40.204343686],[29.300808136,40.204350321],[29.300705176,40.20436378],[29.30056617,40.204381144],[29.3005162,40.204405926],[29.300509834,40.204458907],[29.300465888,40.20447827],[29.300359727,40.204522976],[29.300281187,40.204533167],[29.300213486,40.204501276],[29.300107946,40.204445383],[29.299984723,40.204389565],[29.299914274,40.204328427],[29.299833273,40.204219329],[29.299690811,40.204164563],[29.299625548,40.204127606],[29.299453395,40.204124798],[29.299251736,40.204123624],[29.299122569,40.204121542],[29.299051903,40.204162602],[29.298988041,40.204365518],[29.298955644,40.204476591],[29.298885361,40.204560835],[29.298843277,40.20463943],[29.29883481,40.204681257],[29.298830054,40.204712887],[29.298766874,40.204723204],[29.298631308,40.204746799],[29.298358062,40.204781648],[29.298227571,40.204802129],[29.298118117,40.204734168],[29.297997733,40.204745933],[29.297947055,40.204765373],[29.297835871,40.20479147],[29.297766534,40.204821923],[29.29768117,40.204911778],[29.297628217,40.204983494],[29.297582685,40.205058619],[29.297566081,40.205153943],[29.297598266,40.205249588],[29.29771948,40.205293759],[29.297784831,40.205322768],[29.297782562,40.205375276],[29.297662845,40.205365323],[29.297555146,40.205318027],[29.297449631,40.205253032],[29.297351065,40.205216098],[29.297296072,40.205204937],[29.297261332,40.205127024],[29.297295154,40.205026196],[29.297323825,40.204953726],[29.297387009,40.204853693],[29.297493436,40.204730336],[29.297562443,40.20464164],[29.297594612,40.204598832],[29.297490008,40.204603149],[29.297339862,40.204592616],[29.297136535,40.204606664],[29.297038254,40.204596866],[29.296985433,40.204626914],[29.296883603,40.204688551],[29.29677735,40.204766053],[29.296773549,40.204820237],[29.296688078,40.20484022],[29.296579677,40.204869023],[29.296455465,40.204902232],[29.296363217,40.204909251],[29.29629297,40.204916447],[29.296248299,40.204867813],[29.296296685,40.204807544],[29.296330055,40.20473842],[29.296346348,40.204665143],[29.296337971,40.204595302],[29.296325582,40.2045522],[29.296321299,40.204519143],[29.296193741,40.204449929],[29.296060382,40.204420117],[29.295977442,40.204325675],[29.295774733,40.204119725],[29.295723961,40.204044833],[29.29562447,40.203997181],[29.295583922,40.203934777],[29.295592986,40.203886154],[29.295615995,40.203743104],[29.295641762,40.20360407],[29.295700344,40.203602035],[29.296750653,40.203791069],[29.296920216,40.203827544],[29.297077123,40.20386245],[29.297323173,40.203608948],[29.297373094,40.203522944],[29.297395322,40.203309084],[29.297409242,40.203128149],[29.29739543,40.20306953],[29.297360321,40.203046425],[29.297301392,40.203013539],[29.297173761,40.203016132],[29.297078411,40.203035185],[29.297016774,40.203068129],[29.296974051,40.203125215],[29.296934152,40.203160004],[29.296888801,40.203219246],[29.296836368,40.203173611],[29.296690179,40.203120467],[29.296600655,40.203037171],[29.296448366,40.202982197],[29.296351919,40.20298267],[29.296265959,40.202969314],[29.295950656,40.202894212],[29.29563037,40.202838757],[29.295271829,40.202771782],[29.295038298,40.202708334],[29.294969362,40.20267518],[29.294858221,40.202619691],[29.294783669,40.202603455],[29.294716432,40.202640629],[29.294182158,40.203393394],[29.294127349,40.203404497],[29.294078303,40.203339387],[29.293814479,40.202558493],[29.293685687,40.202254235],[29.293583791,40.202035796],[29.293501056,40.20194484],[29.293370039,40.201839668],[29.293306658,40.201681061],[29.293266408,40.20132337],[29.293262525,40.201218504],[29.293178858,40.201136026],[29.293067332,40.201102939],[29.292547734,40.201757117],[29.29200033,40.201874585],[29.291661921,40.202121837],[29.291526026,40.20227235],[29.291401421,40.202382111],[29.291351069,40.202418422],[29.29125865,40.202572642],[29.29122394,40.202638386],[29.291145593,40.20270971],[29.29103441,40.202805498],[29.290911879,40.202836479],[29.290822173,40.202874835],[29.290702455,40.202826782],[29.290542164,40.202711975],[29.29037542,40.202636262],[29.290163754,40.202607254],[29.290016941,40.202595867],[29.289775661,40.202461316],[29.289669835,40.202118789],[29.289602463,40.201816419],[29.289796001,40.201795838],[29.289735751,40.201373485],[29.288977356,40.201408093],[29.288968221,40.201074151],[29.288858355,40.201028598],[29.288738257,40.200958232],[29.288662591,40.200900014],[29.288599332,40.20089],[29.288483094,40.200904299],[29.288433782,40.200940737],[29.288367055,40.201153199],[29.288338194,40.201188925],[29.288258872,40.20117387],[29.288166812,40.201164403],[29.288011839,40.201178579],[29.287959797,40.201216578],[29.287879455,40.201457639],[29.287773646,40.201402387],[29.287631161,40.20131407],[29.287477339,40.201305643],[29.286877961,40.201386795],[29.286816012,40.201427482],[29.28678313,40.201769195],[29.285719019,40.201911796],[29.285523337,40.20175252],[29.285573335,40.201714559],[29.285484013,40.201592154],[29.285443433,40.201471698],[29.285507413,40.20135947],[29.285919339,40.201197204],[29.286029742,40.201145762],[29.286196718,40.20114853],[29.286260688,40.201141657],[29.286326611,40.20107978],[29.286427646,40.200995741],[29.286394606,40.200877611],[29.286327584,40.200789297],[29.286231961,40.200722689],[29.286123429,40.200672264],[29.285939233,40.200775503],[29.285788479,40.200826056],[29.285607411,40.20085858],[29.285479418,40.200829327],[29.285438334,40.200773589],[29.28538518,40.200735453],[29.285223111,40.200728067],[29.284886945,40.20073155],[29.284864106,40.200635006],[29.284843299,40.200434349],[29.284909265,40.200153628],[29.284946091,40.199952913],[29.284989135,40.199657247],[29.284906941,40.199624307],[29.284731817,40.199635939],[29.284568887,40.199688231],[29.284387874,40.199812346],[29.284319517,40.199877384],[29.284051689,40.200063307],[29.284175978,40.200533612],[29.284147892,40.20084034],[29.284043626,40.201062723],[29.28401955,40.201224603],[29.28400542,40.201627503],[29.283982651,40.202004882],[29.283950148,40.202147689],[29.283946105,40.202191508],[29.283899506,40.202243926],[29.28374838,40.202417714],[29.283665774,40.202450768],[29.283586351,40.202510844],[29.283405097,40.202525189],[29.283081526,40.202473784],[29.282908445,40.202428117],[29.282650012,40.202389069],[29.282529023,40.202423803],[29.282419215,40.202485949],[29.282371287,40.202678757],[29.282471818,40.20310937],[29.282723143,40.204123319],[29.283445437,40.204954769],[29.283701825,40.205368268],[29.284029391,40.205813651],[29.2842933,40.206107922],[29.284410076,40.206259722],[29.284445701,40.206313294],[29.284415468,40.206504225],[29.284340663,40.206831792],[29.284260798,40.207007079],[29.284195649,40.207108279],[29.284139398,40.207142541],[29.284082426,40.207137362],[29.28394212,40.207089091],[29.282454527,40.206495995],[29.282366181,40.206421896],[29.282242849,40.206216385],[29.28207989,40.205894192],[29.281960251,40.205699016],[29.281797927,40.205607697],[29.281567111,40.205535149],[29.281168738,40.205458227],[29.280530514,40.205405526],[29.280487558,40.205408929],[29.280418139,40.205295249],[29.280069237,40.204857671],[29.280029713,40.20479871],[29.279775804,40.204528439],[29.278924975,40.20490063],[29.278933358,40.205143302],[29.278087162,40.205588583],[29.277948362,40.20583673],[29.278011669,40.206002662],[29.278204289,40.206194545],[29.278321081,40.206246411],[29.278265217,40.206270492],[29.277544644,40.206109719],[29.277178265,40.206044966],[29.276968488,40.20595496],[29.276835071,40.205888988],[29.276690188,40.20585167],[29.27668568,40.205510775],[29.276653168,40.2054672],[29.275574432,40.205184567],[29.274861551,40.205010559],[29.274799987,40.204995555],[29.274703759,40.204977984],[29.274648136,40.20498787],[29.274614153,40.20501873],[29.274410617,40.205462561],[29.274292235,40.205607464],[29.274200329,40.205725872],[29.27390853,40.205874189],[29.273501078,40.20605642],[29.273440301,40.206177718],[29.27308534,40.206386494],[29.272687517,40.2066309],[29.272433385,40.20675207],[29.27206942,40.206858378],[29.27112433,40.207420904],[29.269535398,40.208181831],[29.269020996,40.208403357],[29.268719441,40.208592432],[29.2686847,40.208689194],[29.268594132,40.208759842],[29.268299473,40.209090397],[29.268020941,40.209471199],[29.267974319,40.209503572],[29.267846731,40.209530523],[29.267756892,40.209560124],[29.26757662,40.209618264],[29.267469368,40.209626584],[29.267383111,40.209627309],[29.26673518,40.209448369],[29.266547011,40.209412792],[29.266438223,40.209334121],[29.266090619,40.209289981],[29.266041342,40.209325345],[29.265708188,40.209320778],[29.265544165,40.209343735],[29.265384787,40.209495187],[29.265347368,40.209782335],[29.265394945,40.210191755],[29.265391454,40.210366629],[29.265283468,40.210499844],[29.265027184,40.210666408],[29.264505388,40.210868588],[29.264330326,40.210898244],[29.264158733,40.210870004],[29.263549898,40.210612025],[29.263464206,40.210557397],[29.26332215,40.210426703],[29.263268321,40.210300769],[29.263377267,40.210325654],[29.26343649,40.210291436],[29.263521584,40.210144948],[29.263658826,40.210021359],[29.263749534,40.209907219],[29.263780996,40.209849098],[29.263722805,40.209776965],[29.263523192,40.209508477],[29.263238993,40.209330614],[29.26301855,40.20919993],[29.262633328,40.209221519],[29.262810543,40.209406462],[29.262978324,40.209481305],[29.263009183,40.209532791],[29.262927571,40.209583733],[29.262821217,40.209581785],[29.262751045,40.209574958],[29.262644027,40.209534506],[29.262501416,40.209575354],[29.262435716,40.209571754],[29.262305789,40.209449987],[29.262068102,40.209413309],[29.261673099,40.209389026],[29.261321314,40.209394101],[29.261165395,40.20942331],[29.261114498,40.209355486],[29.260824661,40.208933815],[29.260775881,40.208809375],[29.260719367,40.208726358],[29.260684726,40.208684546],[29.25931262,40.209032818],[29.258617776,40.209239808],[29.258314194,40.20923683],[29.258044049,40.209267083],[29.257755509,40.209253464],[29.25762076,40.209247328],[29.257342489,40.209281274],[29.257258275,40.209278965],[29.257039197,40.209072171],[29.256656327,40.208596599],[29.2565664,40.208528348],[29.256499414,40.208521505],[29.256330662,40.2085314],[29.256263752,40.208595297],[29.256167437,40.208582042],[29.256065857,40.208366561],[29.255286469,40.208480835],[29.255056912,40.209113855],[29.25501652,40.2095163],[29.254891349,40.209816061],[29.254838362,40.209925627],[29.254904705,40.210945276],[29.254901522,40.2112317],[29.25458763,40.211471915],[29.254222315,40.211712372],[29.253904787,40.211895976],[29.253750464,40.211912983],[29.253352168,40.211958218],[29.251919942,40.211947983],[29.248991875,40.211931334],[29.248942473,40.211894249],[29.247893923,40.211305578],[29.247618161,40.211101125],[29.247175482,40.210845117],[29.246779612,40.21070322],[29.246314307,40.21062858],[29.245787669,40.210697274],[29.244670286,40.211347584],[29.243978427,40.211878194],[29.243910842,40.211943627],[29.243854652,40.212017766],[29.253755867,40.212031886],[29.253884707,40.21202441],[29.254005236,40.212004876]]]]}"
