gml_id,ust_katego,alt_katego,ad,geojson
bursa_sanayinoktalari.371,SANAYİ,FABRİKALAR,ÇAHAN TEKSTİL 3,"{""type"":""Point"",""coordinates"":[29.077561792,40.270197183]}"
bursa_sanayinoktalari.372,SANAYİ,FABRİKALAR,MEYTEKS,"{""type"":""Point"",""coordinates"":[29.073982035,40.269883425]}"
bursa_sanayinoktalari.373,SANAYİ,FABRİKALAR,ERDEM,"{""type"":""Point"",""coordinates"":[29.074168633,40.269794377]}"
bursa_sanayinoktalari.374,SANAYİ,FABRİKALAR,ÇEÇEN TEKSTİL,"{""type"":""Point"",""coordinates"":[29.074577514,40.269474082]}"
bursa_sanayinoktalari.375,SANAYİ,FABRİKALAR,İPEKS 1,"{""type"":""Point"",""coordinates"":[29.076112425,40.268822101]}"
bursa_sanayinoktalari.376,SANAYİ,FABRİKALAR,KÜÇÜKERLER TEKSTİL 2,"{""type"":""Point"",""coordinates"":[29.0756541,40.270260342]}"
bursa_sanayinoktalari.377,SANAYİ,FABRİKALAR,NO-PE TEKSTİL,"{""type"":""Point"",""coordinates"":[29.075277743,40.270834992]}"
bursa_sanayinoktalari.378,SANAYİ,FABRİKALAR,A.N.L.,"{""type"":""Point"",""coordinates"":[29.073367305,40.273020305]}"
bursa_sanayinoktalari.379,SANAYİ,FABRİKALAR,CAN-PA,"{""type"":""Point"",""coordinates"":[29.074100543,40.272741685]}"
bursa_sanayinoktalari.380,SANAYİ,FABRİKALAR,JADİDTEX,"{""type"":""Point"",""coordinates"":[29.074712168,40.273531076]}"
bursa_sanayinoktalari.381,SANAYİ,FABRİKALAR,HİBAŞ,"{""type"":""Point"",""coordinates"":[29.076362219,40.272893717]}"
bursa_sanayinoktalari.382,SANAYİ,FABRİKALAR,PLİSTAR,"{""type"":""Point"",""coordinates"":[29.076937699,40.272846606]}"
bursa_sanayinoktalari.383,SANAYİ,FABRİKALAR,CUNATEKS,"{""type"":""Point"",""coordinates"":[29.077187434,40.272872901]}"
bursa_sanayinoktalari.384,SANAYİ,FABRİKALAR,ATALAR,"{""type"":""Point"",""coordinates"":[29.077305216,40.272858115]}"
bursa_sanayinoktalari.385,SANAYİ,FABRİKALAR,TİNES TEKSTİL,"{""type"":""Point"",""coordinates"":[29.077841829,40.274889816]}"
bursa_sanayinoktalari.386,SANAYİ,FABRİKALAR,SAFAŞ TEKSTİL,"{""type"":""Point"",""coordinates"":[29.077376572,40.274699068]}"
bursa_sanayinoktalari.387,SANAYİ,FABRİKALAR,MAKRO KUMAŞÇILIK,"{""type"":""Point"",""coordinates"":[29.07641321,40.271495687]}"
bursa_sanayinoktalari.388,SANAYİ,FABRİKALAR,EVİRGEN ÖRME,"{""type"":""Point"",""coordinates"":[29.074514748,40.272370045]}"
bursa_sanayinoktalari.389,SANAYİ,FABRİKALAR,TERMOTEKS,"{""type"":""Point"",""coordinates"":[29.076581673,40.272214054]}"
bursa_sanayinoktalari.390,SANAYİ,FABRİKALAR,GÜNGÖRLER TEKSTİL,"{""type"":""Point"",""coordinates"":[29.077633027,40.271585972]}"
bursa_sanayinoktalari.391,SANAYİ,FABRİKALAR,DİLEK TEKSTİL,"{""type"":""Point"",""coordinates"":[29.078814997,40.271932535]}"
bursa_sanayinoktalari.392,SANAYİ,FABRİKALAR,SERAY TEKSTİL,"{""type"":""Point"",""coordinates"":[29.07442017,40.270899602]}"
bursa_sanayinoktalari.393,SANAYİ,FABRİKALAR,Y.K.S. TEKSTİL,"{""type"":""Point"",""coordinates"":[29.072237176,40.271107042]}"
bursa_sanayinoktalari.394,SANAYİ,FABRİKALAR,ORVEN KAUÇUK,"{""type"":""Point"",""coordinates"":[29.072586147,40.270858797]}"
bursa_sanayinoktalari.395,SANAYİ,FABRİKALAR,MİLANGAZ,"{""type"":""Point"",""coordinates"":[29.071314298,40.268364907]}"
bursa_sanayinoktalari.396,SANAYİ,FABRİKALAR,EKART 1,"{""type"":""Point"",""coordinates"":[29.072065744,40.268230359]}"
bursa_sanayinoktalari.397,SANAYİ,FABRİKALAR,HAGE TEKSTİL,"{""type"":""Point"",""coordinates"":[29.072374282,40.266408089]}"
bursa_sanayinoktalari.398,SANAYİ,FABRİKALAR,ÖZÇİMEN TEKSTİL,"{""type"":""Point"",""coordinates"":[29.072011452,40.266511447]}"
bursa_sanayinoktalari.399,SANAYİ,FABRİKALAR,ÇİZAŞ,"{""type"":""Point"",""coordinates"":[29.07374781,40.267391899]}"
bursa_sanayinoktalari.400,SANAYİ,FABRİKALAR,SÖZTEKS,"{""type"":""Point"",""coordinates"":[29.074624645,40.265810485]}"
bursa_sanayinoktalari.401,SANAYİ,FABRİKALAR,M.EMİN TEKSTİL,"{""type"":""Point"",""coordinates"":[29.075446806,40.265619296]}"
bursa_sanayinoktalari.402,SANAYİ,FABRİKALAR,NİHAT BURSALI TEKSTİL,"{""type"":""Point"",""coordinates"":[29.07553813,40.265536633]}"
bursa_sanayinoktalari.403,SANAYİ,FABRİKALAR,ISRINGHAUSEN,"{""type"":""Point"",""coordinates"":[29.077239242,40.267928131]}"
bursa_sanayinoktalari.404,SANAYİ,FABRİKALAR,A-PLAS,"{""type"":""Point"",""coordinates"":[29.078050851,40.267450276]}"
bursa_sanayinoktalari.405,SANAYİ,FABRİKALAR,TAYSAN,"{""type"":""Point"",""coordinates"":[29.075688494,40.268298838]}"
bursa_sanayinoktalari.406,SANAYİ,FABRİKALAR,S.D.B. TEKSTİL,"{""type"":""Point"",""coordinates"":[29.080357505,40.26491631]}"
bursa_sanayinoktalari.407,SANAYİ,FABRİKALAR,KOTONTEKS,"{""type"":""Point"",""coordinates"":[29.080513834,40.263637549]}"
bursa_sanayinoktalari.408,SANAYİ,FABRİKALAR,ME-PAR,"{""type"":""Point"",""coordinates"":[29.081739934,40.264701133]}"
bursa_sanayinoktalari.409,SANAYİ,FABRİKALAR,S.Y.K. TEKSTİL,"{""type"":""Point"",""coordinates"":[29.080357117,40.263195545]}"
bursa_sanayinoktalari.410,SANAYİ,FABRİKALAR,AUNDE TEKNik,"{""type"":""Point"",""coordinates"":[29.077765997,40.262025146]}"
bursa_sanayinoktalari.411,SANAYİ,FABRİKALAR,ACARSOY 2,"{""type"":""Point"",""coordinates"":[29.077263611,40.262656479]}"
bursa_sanayinoktalari.412,SANAYİ,FABRİKALAR,KÜÇÜKERLER TEKSTİL,"{""type"":""Point"",""coordinates"":[29.079226893,40.260784635]}"
bursa_sanayinoktalari.413,SANAYİ,FABRİKALAR,ASSAHRA,"{""type"":""Point"",""coordinates"":[29.079564848,40.260287678]}"
bursa_sanayinoktalari.414,SANAYİ,FABRİKALAR,E.N.A TEKSTİL 1,"{""type"":""Point"",""coordinates"":[29.079023058,40.258118277]}"
bursa_sanayinoktalari.415,SANAYİ,FABRİKALAR,ÖZRENK MENSUCAT,"{""type"":""Point"",""coordinates"":[29.078292736,40.257950618]}"
bursa_sanayinoktalari.416,SANAYİ,FABRİKALAR,EBUTEKS,"{""type"":""Point"",""coordinates"":[29.079702317,40.257353185]}"
bursa_sanayinoktalari.417,SANAYİ,FABRİKALAR,P.M.S. ALÜMİNYUM,"{""type"":""Point"",""coordinates"":[29.074348584,40.262602303]}"
bursa_sanayinoktalari.418,SANAYİ,FABRİKALAR,D.E.B.Y TEKSTİL,"{""type"":""Point"",""coordinates"":[29.076292487,40.264781169]}"
bursa_sanayinoktalari.419,SANAYİ,FABRİKALAR,GÜNİPEK,"{""type"":""Point"",""coordinates"":[29.079570844,40.267831048]}"
bursa_sanayinoktalari.420,SANAYİ,FABRİKALAR,SONAR,"{""type"":""Point"",""coordinates"":[29.079819604,40.267721517]}"
bursa_sanayinoktalari.421,SANAYİ,FABRİKALAR,AHSEN,"{""type"":""Point"",""coordinates"":[29.080156236,40.267531197]}"
bursa_sanayinoktalari.422,SANAYİ,FABRİKALAR,ARSOR,"{""type"":""Point"",""coordinates"":[29.079436055,40.266898591]}"
bursa_sanayinoktalari.423,SANAYİ,FABRİKALAR,YAŞALAR,"{""type"":""Point"",""coordinates"":[29.079619094,40.266757405]}"
bursa_sanayinoktalari.424,SANAYİ,FABRİKALAR,GRUP TEKSTİL,"{""type"":""Point"",""coordinates"":[29.082241599,40.266585031]}"
bursa_sanayinoktalari.425,SANAYİ,FABRİKALAR,AHSEN TEKSTİL,"{""type"":""Point"",""coordinates"":[29.082241986,40.266556442]}"
bursa_sanayinoktalari.426,SANAYİ,FABRİKALAR,OKYAY,"{""type"":""Point"",""coordinates"":[29.081159859,40.267732232]}"
bursa_sanayinoktalari.427,SANAYİ,FABRİKALAR,ZEKİ DİLEK TEKSTİL,"{""type"":""Point"",""coordinates"":[29.080765787,40.267662388]}"
bursa_sanayinoktalari.428,SANAYİ,FABRİKALAR,TOFAŞ,"{""type"":""Point"",""coordinates"":[29.062641568,40.260055457]}"
bursa_sanayinoktalari.429,SANAYİ,FABRİKALAR,AYMİNA,"{""type"":""Point"",""coordinates"":[29.0689012,40.274098286]}"
bursa_sanayinoktalari.430,SANAYİ,FABRİKALAR,NASIRLAR,"{""type"":""Point"",""coordinates"":[29.069034068,40.274091373]}"
bursa_sanayinoktalari.431,SANAYİ,FABRİKALAR,GÜLESER TEKSTİL,"{""type"":""Point"",""coordinates"":[29.070673851,40.275282631]}"
bursa_sanayinoktalari.432,SANAYİ,FABRİKALAR,S.İ.S. 4,"{""type"":""Point"",""coordinates"":[29.073898994,40.280637429]}"
bursa_sanayinoktalari.433,SANAYİ,FABRİKALAR,GÜLİNAN,"{""type"":""Point"",""coordinates"":[29.077682485,40.27528866]}"
bursa_sanayinoktalari.434,SANAYİ,FABRİKALAR,YILMAZ-TEKS,"{""type"":""Point"",""coordinates"":[29.076565817,40.274838524]}"
bursa_sanayinoktalari.435,SANAYİ,FABRİKALAR,ENFAL,"{""type"":""Point"",""coordinates"":[29.07574881,40.27860816]}"
bursa_sanayinoktalari.436,SANAYİ,FABRİKALAR,RASADE,"{""type"":""Point"",""coordinates"":[29.077074708,40.278888415]}"
bursa_sanayinoktalari.437,SANAYİ,FABRİKALAR,TEKNOKAST,"{""type"":""Point"",""coordinates"":[29.075435544,40.276901799]}"
bursa_sanayinoktalari.438,SANAYİ,FABRİKALAR,ŞEMSAC,"{""type"":""Point"",""coordinates"":[29.074178257,40.276622178]}"
bursa_sanayinoktalari.439,SANAYİ,FABRİKALAR,NEO PLAS,"{""type"":""Point"",""coordinates"":[29.072464318,40.273387926]}"
bursa_sanayinoktalari.440,SANAYİ,FABRİKALAR,AK-İZO,"{""type"":""Point"",""coordinates"":[29.065577998,40.273902152]}"
bursa_sanayinoktalari.441,SANAYİ,FABRİKALAR,ERGIDA,"{""type"":""Point"",""coordinates"":[29.063222752,40.274331642]}"
bursa_sanayinoktalari.442,SANAYİ,FABRİKALAR,OMYAP,"{""type"":""Point"",""coordinates"":[29.074783397,40.271166657]}"
bursa_sanayinoktalari.443,SANAYİ,FABRİKALAR,KÜÇÜK ÇİFTLİK,"{""type"":""Point"",""coordinates"":[29.193299041,40.198819431]}"
bursa_sanayinoktalari.444,SANAYİ,FABRİKALAR,ELYAF,"{""type"":""Point"",""coordinates"":[29.194383292,40.198404689]}"
bursa_sanayinoktalari.445,SANAYİ,FABRİKALAR,YÜREK TEKSTİL,"{""type"":""Point"",""coordinates"":[29.197483706,40.199137701]}"
bursa_sanayinoktalari.446,SANAYİ,FABRİKALAR,AYATLAS,"{""type"":""Point"",""coordinates"":[29.198671542,40.198931964]}"
bursa_sanayinoktalari.447,SANAYİ,FABRİKALAR,BODO BODE DOĞRUSAN,"{""type"":""Point"",""coordinates"":[29.199907409,40.198917948]}"
bursa_sanayinoktalari.448,SANAYİ,FABRİKALAR,HATİPLER TEKSTİL,"{""type"":""Point"",""coordinates"":[29.200265071,40.19885287]}"
bursa_sanayinoktalari.449,SANAYİ,FABRİKALAR,AKEL,"{""type"":""Point"",""coordinates"":[29.194032759,40.196518097]}"
bursa_sanayinoktalari.450,SANAYİ,FABRİKALAR,ERGÜNEŞ,"{""type"":""Point"",""coordinates"":[29.194672896,40.196204198]}"
bursa_sanayinoktalari.451,SANAYİ,FABRİKALAR,ÖZ KARACA TEKSTİL,"{""type"":""Point"",""coordinates"":[29.19509305,40.195488496]}"
bursa_sanayinoktalari.452,SANAYİ,FABRİKALAR,BİRGEN TEKSTİL,"{""type"":""Point"",""coordinates"":[29.196608732,40.195484492]}"
bursa_sanayinoktalari.453,SANAYİ,FABRİKALAR,REKORPAN,"{""type"":""Point"",""coordinates"":[29.197111134,40.195446066]}"
bursa_sanayinoktalari.454,SANAYİ,FABRİKALAR,MERCAN TEKSTİL,"{""type"":""Point"",""coordinates"":[29.197154048,40.194075609]}"
bursa_sanayinoktalari.455,SANAYİ,FABRİKALAR,SİNEM EMPRİME,"{""type"":""Point"",""coordinates"":[29.196926328,40.19391558]}"
bursa_sanayinoktalari.456,SANAYİ,FABRİKALAR,ÇİSİY TEKSTİL,"{""type"":""Point"",""coordinates"":[29.198003895,40.194164854]}"
bursa_sanayinoktalari.457,SANAYİ,FABRİKALAR,ARZ İPEK TEKSTİL,"{""type"":""Point"",""coordinates"":[29.19882366,40.195337184]}"
bursa_sanayinoktalari.458,SANAYİ,FABRİKALAR,CANAT,"{""type"":""Point"",""coordinates"":[29.200364027,40.195600466]}"
bursa_sanayinoktalari.459,SANAYİ,FABRİKALAR,HAKYILDIZ,"{""type"":""Point"",""coordinates"":[29.200065875,40.196805882]}"
bursa_sanayinoktalari.460,SANAYİ,FABRİKALAR,TUĞBAY,"{""type"":""Point"",""coordinates"":[29.205728196,40.197213596]}"
bursa_sanayinoktalari.461,SANAYİ,FABRİKALAR,AKTÜL,"{""type"":""Point"",""coordinates"":[29.205971886,40.197365796]}"
bursa_sanayinoktalari.462,SANAYİ,FABRİKALAR,ADAK TEKSTİL,"{""type"":""Point"",""coordinates"":[29.195295692,40.194264502]}"
bursa_sanayinoktalari.463,SANAYİ,FABRİKALAR,TIKIR MAKİNA,"{""type"":""Point"",""coordinates"":[29.19568612,40.194038475]}"
bursa_sanayinoktalari.464,SANAYİ,FABRİKALAR,TELBİS TEKSTİL,"{""type"":""Point"",""coordinates"":[29.197105987,40.195828672]}"
bursa_sanayinoktalari.465,SANAYİ,FABRİKALAR,YÜREK TEKSTİL,"{""type"":""Point"",""coordinates"":[29.197209295,40.197496674]}"
bursa_sanayinoktalari.466,SANAYİ,FABRİKALAR,UYUM PLAST TEKSTİL,"{""type"":""Point"",""coordinates"":[29.19654275,40.192561169]}"
bursa_sanayinoktalari.467,SANAYİ,FABRİKALAR,RAMAZAN GÜLAY TEKSTİL,"{""type"":""Point"",""coordinates"":[29.198481661,40.195000564]}"
bursa_sanayinoktalari.468,SANAYİ,FABRİKALAR,HATİPOĞLU TEKSTİL,"{""type"":""Point"",""coordinates"":[29.1986415,40.193565415]}"
bursa_sanayinoktalari.469,SANAYİ,FABRİKALAR,BATMAZ,"{""type"":""Point"",""coordinates"":[29.199704389,40.198235272]}"
bursa_sanayinoktalari.470,SANAYİ,FABRİKALAR,ASU TEKSTİL,"{""type"":""Point"",""coordinates"":[29.192567961,40.199329809]}"
bursa_sanayinoktalari.471,SANAYİ,FABRİKALAR,YAŞARTEKS,"{""type"":""Point"",""coordinates"":[29.203373889,40.195530508]}"
bursa_sanayinoktalari.472,SANAYİ,FABRİKALAR,R.S.S REKOR ISI,"{""type"":""Point"",""coordinates"":[29.203978715,40.196811998]}"
bursa_sanayinoktalari.473,SANAYİ,FABRİKALAR,TOKSAN,"{""type"":""Point"",""coordinates"":[28.929997243,40.231402928]}"
bursa_sanayinoktalari.474,SANAYİ,FABRİKALAR,BİLİM MAKİNA,"{""type"":""Point"",""coordinates"":[28.933608202,40.232794013]}"
bursa_sanayinoktalari.475,SANAYİ,FABRİKALAR,FREUDENBERG,"{""type"":""Point"",""coordinates"":[28.936081883,40.237286761]}"
bursa_sanayinoktalari.476,SANAYİ,FABRİKALAR,SAZCILAR OTOMOTİV,"{""type"":""Point"",""coordinates"":[28.938701982,40.237737156]}"
bursa_sanayinoktalari.477,SANAYİ,FABRİKALAR,İZMAKPAR,"{""type"":""Point"",""coordinates"":[28.936827679,40.23631263]}"
bursa_sanayinoktalari.478,SANAYİ,FABRİKALAR,AKTAŞ,"{""type"":""Point"",""coordinates"":[28.959880692,40.2453512]}"
bursa_sanayinoktalari.479,SANAYİ,FABRİKALAR,BAYKAL MAKİNE,"{""type"":""Point"",""coordinates"":[28.952837985,40.248027413]}"
bursa_sanayinoktalari.480,SANAYİ,FABRİKALAR,BURÇELİK,"{""type"":""Point"",""coordinates"":[28.953926405,40.24821565]}"
bursa_sanayinoktalari.481,SANAYİ,FABRİKALAR,DERUNLAS,"{""type"":""Point"",""coordinates"":[28.923666971,40.238156216]}"
bursa_sanayinoktalari.482,SANAYİ,FABRİKALAR,DOĞU PRES,"{""type"":""Point"",""coordinates"":[28.92848614,40.235719268]}"
bursa_sanayinoktalari.483,SANAYİ,FABRİKALAR,GÖKTEPE TEKSTİL,"{""type"":""Point"",""coordinates"":[28.92992565,40.241429698]}"
bursa_sanayinoktalari.484,SANAYİ,FABRİKALAR,PODİM,"{""type"":""Point"",""coordinates"":[28.93312312,40.241647361]}"
bursa_sanayinoktalari.485,SANAYİ,FABRİKALAR,AES ELEKTRONİK,"{""type"":""Point"",""coordinates"":[28.935926614,40.243483061]}"
bursa_sanayinoktalari.486,SANAYİ,FABRİKALAR,ALES PRES,"{""type"":""Point"",""coordinates"":[28.933159963,40.233228858]}"
bursa_sanayinoktalari.487,SANAYİ,FABRİKALAR,ERO-PLAS,"{""type"":""Point"",""coordinates"":[28.931968183,40.234804246]}"
bursa_sanayinoktalari.488,SANAYİ,FABRİKALAR,PLASKAL,"{""type"":""Point"",""coordinates"":[28.92886966,40.241635263]}"
bursa_sanayinoktalari.489,SANAYİ,FABRİKALAR,BAKS,"{""type"":""Point"",""coordinates"":[28.931056517,40.245706897]}"
bursa_sanayinoktalari.490,SANAYİ,FABRİKALAR,OMSAN,"{""type"":""Point"",""coordinates"":[28.93359228,40.244820276]}"
bursa_sanayinoktalari.491,SANAYİ,FABRİKALAR,ŞETEKS,"{""type"":""Point"",""coordinates"":[28.930216808,40.245964758]}"
bursa_sanayinoktalari.492,SANAYİ,FABRİKALAR,P.K.S PLASTİK,"{""type"":""Point"",""coordinates"":[28.930903159,40.236192572]}"
bursa_sanayinoktalari.493,SANAYİ,FABRİKALAR,AKERMAK,"{""type"":""Point"",""coordinates"":[28.933851511,40.235163375]}"
bursa_sanayinoktalari.494,SANAYİ,FABRİKALAR,REFİK ÇEÇENER,"{""type"":""Point"",""coordinates"":[28.932007343,40.244038317]}"
bursa_sanayinoktalari.495,SANAYİ,FABRİKALAR,BERAY MAKİNA,"{""type"":""Point"",""coordinates"":[28.937928461,40.236183605]}"
bursa_sanayinoktalari.496,SANAYİ,FABRİKALAR,EKİNCİ IŞIL İŞLEM,"{""type"":""Point"",""coordinates"":[28.936715193,40.235413255]}"
bursa_sanayinoktalari.497,SANAYİ,FABRİKALAR,FİLİP TEKSTİL,"{""type"":""Point"",""coordinates"":[28.927858576,40.244291845]}"
bursa_sanayinoktalari.498,SANAYİ,FABRİKALAR,BEFA,"{""type"":""Point"",""coordinates"":[28.935342059,40.243731091]}"
bursa_sanayinoktalari.499,SANAYİ,FABRİKALAR,BALAKAN,"{""type"":""Point"",""coordinates"":[28.925644417,40.238381582]}"
bursa_sanayinoktalari.500,SANAYİ,FABRİKALAR,YILDIZ BİRLİK,"{""type"":""Point"",""coordinates"":[28.928441028,40.243605557]}"
bursa_sanayinoktalari.501,SANAYİ,FABRİKALAR,PAYE MAKİNA,"{""type"":""Point"",""coordinates"":[28.921904522,40.24148106]}"
bursa_sanayinoktalari.502,SANAYİ,FABRİKALAR,ETCOMA,"{""type"":""Point"",""coordinates"":[28.932714173,40.231844071]}"
bursa_sanayinoktalari.503,SANAYİ,FABRİKALAR,GERA,"{""type"":""Point"",""coordinates"":[28.929623227,40.231958393]}"
bursa_sanayinoktalari.504,SANAYİ,FABRİKALAR,FTS,"{""type"":""Point"",""coordinates"":[28.927614669,40.241311816]}"
bursa_sanayinoktalari.505,SANAYİ,FABRİKALAR,EMİRTRANS,"{""type"":""Point"",""coordinates"":[28.922212243,40.241602378]}"
bursa_sanayinoktalari.506,SANAYİ,FABRİKALAR,SEVDEHAN PLASTİK,"{""type"":""Point"",""coordinates"":[28.951412887,40.249601559]}"
bursa_sanayinoktalari.507,SANAYİ,FABRİKALAR,CONFETTİ,"{""type"":""Point"",""coordinates"":[28.966217707,40.240665403]}"
bursa_sanayinoktalari.508,SANAYİ,FABRİKALAR,TEKNO-LAST,"{""type"":""Point"",""coordinates"":[28.953229673,40.235003924]}"
bursa_sanayinoktalari.509,SANAYİ,FABRİKALAR,KAÇAR TEKSTİL,"{""type"":""Point"",""coordinates"":[28.9550408,40.236199467]}"
bursa_sanayinoktalari.510,SANAYİ,FABRİKALAR,MAGNETİ MARELLİ MAKO,"{""type"":""Point"",""coordinates"":[28.955959697,40.233051953]}"
bursa_sanayinoktalari.511,SANAYİ,FABRİKALAR,TUR TRANSİT,"{""type"":""Point"",""coordinates"":[28.953880183,40.230885121]}"
bursa_sanayinoktalari.512,SANAYİ,FABRİKALAR,İNOKSAN,"{""type"":""Point"",""coordinates"":[28.956129745,40.22847422]}"
bursa_sanayinoktalari.513,SANAYİ,FABRİKALAR,BARMAK BARUTÇUOĞLU,"{""type"":""Point"",""coordinates"":[28.955281506,40.226451012]}"
bursa_sanayinoktalari.514,SANAYİ,FABRİKALAR,YÜCELTEKS,"{""type"":""Point"",""coordinates"":[28.950522705,40.225205924]}"
bursa_sanayinoktalari.515,SANAYİ,FABRİKALAR,NURİ KÖRÜSTAN METAL,"{""type"":""Point"",""coordinates"":[28.949587637,40.227935963]}"
bursa_sanayinoktalari.516,SANAYİ,FABRİKALAR,MARTUR,"{""type"":""Point"",""coordinates"":[28.948594188,40.22804337]}"
bursa_sanayinoktalari.517,SANAYİ,FABRİKALAR,TULİPA TEKSTİL,"{""type"":""Point"",""coordinates"":[28.946394559,40.223532096]}"
bursa_sanayinoktalari.518,SANAYİ,FABRİKALAR,BUR-KUT,"{""type"":""Point"",""coordinates"":[28.957449478,40.24349795]}"
bursa_sanayinoktalari.519,SANAYİ,FABRİKALAR,SNT TEKSTİL,"{""type"":""Point"",""coordinates"":[28.945457998,40.246714529]}"
bursa_sanayinoktalari.520,SANAYİ,FABRİKALAR,SOYDAŞLAR,"{""type"":""Point"",""coordinates"":[28.964272046,40.244824094]}"
bursa_sanayinoktalari.521,SANAYİ,FABRİKALAR,ÜNÜRTEKS,"{""type"":""Point"",""coordinates"":[28.953159207,40.235057611]}"
bursa_sanayinoktalari.522,SANAYİ,FABRİKALAR,ONS MAKİNA,"{""type"":""Point"",""coordinates"":[28.942272839,40.238131182]}"
bursa_sanayinoktalari.523,SANAYİ,FABRİKALAR,KOTONTEKS,"{""type"":""Point"",""coordinates"":[29.057684269,40.272341418]}"
bursa_sanayinoktalari.524,SANAYİ,FABRİKALAR,KALE TEKSTİL,"{""type"":""Point"",""coordinates"":[29.057496697,40.270810694]}"
bursa_sanayinoktalari.525,SANAYİ,FABRİKALAR,ÇEVİKEL TEKSTİL,"{""type"":""Point"",""coordinates"":[29.060957372,40.271466774]}"
bursa_sanayinoktalari.526,SANAYİ,FABRİKALAR,ÇAHAN 1 TEKSTİL,"{""type"":""Point"",""coordinates"":[29.060389076,40.269487951]}"
bursa_sanayinoktalari.527,SANAYİ,FABRİKALAR,BURTEKS,"{""type"":""Point"",""coordinates"":[29.064164843,40.266343946]}"
bursa_sanayinoktalari.528,SANAYİ,FABRİKALAR,ÖZ HÜNER,"{""type"":""Point"",""coordinates"":[29.069127681,40.268093598]}"
bursa_sanayinoktalari.529,SANAYİ,FABRİKALAR,E.N.A 2,"{""type"":""Point"",""coordinates"":[29.072383589,40.269905111]}"
bursa_sanayinoktalari.530,SANAYİ,FABRİKALAR,AK-İŞ BOYA,"{""type"":""Point"",""coordinates"":[29.068780234,40.270261839]}"
bursa_sanayinoktalari.531,SANAYİ,FABRİKALAR,BURSA SAFRAN YEMEK,"{""type"":""Point"",""coordinates"":[29.07169383,40.273580711]}"
bursa_sanayinoktalari.532,SANAYİ,FABRİKALAR,FİCE TEKSTİL,"{""type"":""Point"",""coordinates"":[29.071678358,40.276791032]}"
bursa_sanayinoktalari.533,SANAYİ,FABRİKALAR,ARDA İPLİK,"{""type"":""Point"",""coordinates"":[29.070970408,40.27599657]}"
bursa_sanayinoktalari.534,SANAYİ,FABRİKALAR,LEN-ZA TEKSTİL,"{""type"":""Point"",""coordinates"":[29.076957215,40.280142329]}"
bursa_sanayinoktalari.535,SANAYİ,FABRİKALAR,DEMKAY,"{""type"":""Point"",""coordinates"":[29.074324681,40.269710326]}"
bursa_sanayinoktalari.536,SANAYİ,FABRİKALAR,BEZTAŞ TEKSTİL 1,"{""type"":""Point"",""coordinates"":[29.077330837,40.270381603]}"
bursa_sanayinoktalari.537,SANAYİ,FABRİKALAR,ANNAÇLAR,"{""type"":""Point"",""coordinates"":[29.07291666,40.27310545]}"
bursa_sanayinoktalari.538,SANAYİ,FABRİKALAR,ÇİLEK MENSUCAT,"{""type"":""Point"",""coordinates"":[29.0751369,40.272870781]}"
bursa_sanayinoktalari.539,SANAYİ,FABRİKALAR,ARMO,"{""type"":""Point"",""coordinates"":[29.077122313,40.272858086]}"
bursa_sanayinoktalari.540,SANAYİ,FABRİKALAR,ÖZ ÜÇ-EL TEKSTİL,"{""type"":""Point"",""coordinates"":[29.07861907,40.272897273]}"
bursa_sanayinoktalari.541,SANAYİ,FABRİKALAR,BİL-HAN TEKSTİL,"{""type"":""Point"",""coordinates"":[29.076502248,40.274355199]}"
bursa_sanayinoktalari.542,SANAYİ,FABRİKALAR,SCHWEGLER,"{""type"":""Point"",""coordinates"":[29.07944391,40.259871536]}"
bursa_sanayinoktalari.543,SANAYİ,FABRİKALAR,BURSALI HAVLU,"{""type"":""Point"",""coordinates"":[29.078932912,40.259205235]}"
bursa_sanayinoktalari.544,SANAYİ,FABRİKALAR,P.M.S. ALÜMİNYUM,"{""type"":""Point"",""coordinates"":[29.074529888,40.265473316]}"
bursa_sanayinoktalari.545,SANAYİ,FABRİKALAR,MAYFİL,"{""type"":""Point"",""coordinates"":[29.082100716,40.26628489]}"
bursa_sanayinoktalari.546,SANAYİ,FABRİKALAR,ESGİN TEKSTİL,"{""type"":""Point"",""coordinates"":[29.082242469,40.266520707]}"
bursa_sanayinoktalari.547,SANAYİ,FABRİKALAR,SAYMIN ÖMÜRLÜOĞLU,"{""type"":""Point"",""coordinates"":[29.080442754,40.267744406]}"
bursa_sanayinoktalari.548,SANAYİ,FABRİKALAR,KUZAY PLASTİK,"{""type"":""Point"",""coordinates"":[29.068485447,40.274144618]}"
bursa_sanayinoktalari.549,SANAYİ,FABRİKALAR,ACARER,"{""type"":""Point"",""coordinates"":[29.077682281,40.275315106]}"
bursa_sanayinoktalari.550,SANAYİ,FABRİKALAR,S.İ.S.,"{""type"":""Point"",""coordinates"":[29.073710384,40.278938119]}"
bursa_sanayinoktalari.551,SANAYİ,FABRİKALAR,F.S.S. 4,"{""type"":""Point"",""coordinates"":[29.075354494,40.27690282]}"
bursa_sanayinoktalari.552,SANAYİ,FABRİKALAR,ZEYDE,"{""type"":""Point"",""coordinates"":[29.073966795,40.276383212]}"
bursa_sanayinoktalari.553,SANAYİ,FABRİKALAR,GLOBAL CO TEKSTİL,"{""type"":""Point"",""coordinates"":[29.19913655,40.195172846]}"
