gml_id,ust_katego,alt_katego,ad,geojson
bursa_sanayinoktalari.186,SANAYİ,FABRİKALAR,İMAK,"{""type"":""Point"",""coordinates"":[28.926303087,40.236592297]}"
bursa_sanayinoktalari.187,SANAYİ,FABRİKALAR,BTL MAKİNE,"{""type"":""Point"",""coordinates"":[28.933302287,40.233024853]}"
bursa_sanayinoktalari.188,SANAYİ,FABRİKALAR,ARKAT,"{""type"":""Point"",""coordinates"":[28.936256492,40.246416484]}"
bursa_sanayinoktalari.189,SANAYİ,FABRİKALAR,NT METAL,"{""type"":""Point"",""coordinates"":[28.929742078,40.241742057]}"
bursa_sanayinoktalari.190,SANAYİ,FABRİKALAR,NEVPA,"{""type"":""Point"",""coordinates"":[28.939352459,40.238022829]}"
bursa_sanayinoktalari.191,SANAYİ,FABRİKALAR,SGN,"{""type"":""Point"",""coordinates"":[28.930073263,40.241172615]}"
bursa_sanayinoktalari.192,SANAYİ,FABRİKALAR,MERVAN OTOMOTİV,"{""type"":""Point"",""coordinates"":[28.931758409,40.230560907]}"
bursa_sanayinoktalari.193,SANAYİ,FABRİKALAR,PLASSAN,"{""type"":""Point"",""coordinates"":[28.938044332,40.237354086]}"
bursa_sanayinoktalari.194,SANAYİ,FABRİKALAR,DCH SOLARGİGA,"{""type"":""Point"",""coordinates"":[28.930926821,40.241831933]}"
bursa_sanayinoktalari.195,SANAYİ,FABRİKALAR,VATAN PRES,"{""type"":""Point"",""coordinates"":[28.925922526,40.24153951]}"
bursa_sanayinoktalari.196,SANAYİ,FABRİKALAR,RULMAK,"{""type"":""Point"",""coordinates"":[28.939542585,40.235757469]}"
bursa_sanayinoktalari.197,SANAYİ,FABRİKALAR,FKT,"{""type"":""Point"",""coordinates"":[28.930257393,40.235386237]}"
bursa_sanayinoktalari.198,SANAYİ,FABRİKALAR,MARMARA YAĞ,"{""type"":""Point"",""coordinates"":[28.953525862,40.249969115]}"
bursa_sanayinoktalari.199,SANAYİ,FABRİKALAR,SİFAŞ,"{""type"":""Point"",""coordinates"":[28.959680516,40.249135741]}"
bursa_sanayinoktalari.200,SANAYİ,FABRİKALAR,SADİOĞULLARI,"{""type"":""Point"",""coordinates"":[28.961524374,40.244935792]}"
bursa_sanayinoktalari.201,SANAYİ,FABRİKALAR,İPSAN,"{""type"":""Point"",""coordinates"":[28.965965863,40.244428236]}"
bursa_sanayinoktalari.202,SANAYİ,FABRİKALAR,M. ŞAHİN TEKSTİL,"{""type"":""Point"",""coordinates"":[28.963633541,40.24433701]}"
bursa_sanayinoktalari.203,SANAYİ,FABRİKALAR,YÜKSELTUR,"{""type"":""Point"",""coordinates"":[28.96382451,40.244474363]}"
bursa_sanayinoktalari.204,SANAYİ,FABRİKALAR,COŞKUNÖZ METAL,"{""type"":""Point"",""coordinates"":[28.966133259,40.241755702]}"
bursa_sanayinoktalari.205,SANAYİ,FABRİKALAR,VAN PRES,"{""type"":""Point"",""coordinates"":[28.965146036,40.242412915]}"
bursa_sanayinoktalari.206,SANAYİ,FABRİKALAR,AMARİN GIDA,"{""type"":""Point"",""coordinates"":[28.963219735,40.243847604]}"
bursa_sanayinoktalari.207,SANAYİ,FABRİKALAR,AKTEKS,"{""type"":""Point"",""coordinates"":[28.962643469,40.24334018]}"
bursa_sanayinoktalari.208,SANAYİ,FABRİKALAR,HAF LASTİK,"{""type"":""Point"",""coordinates"":[28.960583585,40.241978431]}"
bursa_sanayinoktalari.209,SANAYİ,FABRİKALAR,ALTAŞ KALIP,"{""type"":""Point"",""coordinates"":[28.961684484,40.242691068]}"
bursa_sanayinoktalari.210,SANAYİ,FABRİKALAR,AKMAT,"{""type"":""Point"",""coordinates"":[28.961914505,40.243017706]}"
bursa_sanayinoktalari.211,SANAYİ,FABRİKALAR,COŞKUNÖZ METAL,"{""type"":""Point"",""coordinates"":[28.965507572,40.241234421]}"
bursa_sanayinoktalari.212,SANAYİ,FABRİKALAR,BATI EMPRİME,"{""type"":""Point"",""coordinates"":[28.963704496,40.242633858]}"
bursa_sanayinoktalari.213,SANAYİ,FABRİKALAR,COŞKUNÖZ METAL,"{""type"":""Point"",""coordinates"":[28.964208152,40.240256035]}"
bursa_sanayinoktalari.214,SANAYİ,FABRİKALAR,MARPAK AMBALAJ,"{""type"":""Point"",""coordinates"":[28.962716734,40.24035534]}"
bursa_sanayinoktalari.215,SANAYİ,FABRİKALAR,METALIMPEKS,"{""type"":""Point"",""coordinates"":[28.961390307,40.241333517]}"
bursa_sanayinoktalari.216,SANAYİ,FABRİKALAR,BAYRAMOĞLU,"{""type"":""Point"",""coordinates"":[28.961234197,40.244331165]}"
bursa_sanayinoktalari.217,SANAYİ,FABRİKALAR,İDEAL KAZAN,"{""type"":""Point"",""coordinates"":[28.961606464,40.243582873]}"
bursa_sanayinoktalari.218,SANAYİ,FABRİKALAR,BASTAŞ,"{""type"":""Point"",""coordinates"":[28.960895867,40.243022128]}"
bursa_sanayinoktalari.219,SANAYİ,FABRİKALAR,MCY METAL,"{""type"":""Point"",""coordinates"":[28.960671149,40.242827526]}"
bursa_sanayinoktalari.220,SANAYİ,FABRİKALAR,ÇE-KA TEKSTİL,"{""type"":""Point"",""coordinates"":[28.959540256,40.243061556]}"
bursa_sanayinoktalari.221,SANAYİ,FABRİKALAR,COŞKUNÖZ,"{""type"":""Point"",""coordinates"":[28.967984275,40.242738867]}"
bursa_sanayinoktalari.222,SANAYİ,FABRİKALAR,İĞREK MAKİNE,"{""type"":""Point"",""coordinates"":[28.968052368,40.240064935]}"
bursa_sanayinoktalari.223,SANAYİ,FABRİKALAR,GÖZDE,"{""type"":""Point"",""coordinates"":[28.970287906,40.239406138]}"
bursa_sanayinoktalari.224,SANAYİ,FABRİKALAR,ÇEMTAŞ,"{""type"":""Point"",""coordinates"":[28.968023224,40.239384373]}"
bursa_sanayinoktalari.225,SANAYİ,FABRİKALAR,ÖNERLER MAKİNA,"{""type"":""Point"",""coordinates"":[28.953788315,40.234607739]}"
bursa_sanayinoktalari.226,SANAYİ,FABRİKALAR,TÜRTEKS,"{""type"":""Point"",""coordinates"":[28.954077259,40.234379543]}"
bursa_sanayinoktalari.227,SANAYİ,FABRİKALAR,MVS PLASTİK,"{""type"":""Point"",""coordinates"":[28.955520506,40.235862631]}"
bursa_sanayinoktalari.228,SANAYİ,FABRİKALAR,STARPARK,"{""type"":""Point"",""coordinates"":[28.955908536,40.235599869]}"
bursa_sanayinoktalari.229,SANAYİ,FABRİKALAR,PİLOT KOLTUK,"{""type"":""Point"",""coordinates"":[28.957003892,40.23472693]}"
bursa_sanayinoktalari.230,SANAYİ,FABRİKALAR,MİSTAŞ,"{""type"":""Point"",""coordinates"":[28.956177774,40.234000422]}"
bursa_sanayinoktalari.231,SANAYİ,FABRİKALAR,MİKRONTAŞ,"{""type"":""Point"",""coordinates"":[28.956941057,40.234040625]}"
bursa_sanayinoktalari.232,SANAYİ,FABRİKALAR,ELELE DÖŞEME,"{""type"":""Point"",""coordinates"":[28.958581254,40.231986764]}"
bursa_sanayinoktalari.233,SANAYİ,FABRİKALAR,NESER KABLO,"{""type"":""Point"",""coordinates"":[28.957283135,40.232056493]}"
bursa_sanayinoktalari.234,SANAYİ,FABRİKALAR,KONFİDA,"{""type"":""Point"",""coordinates"":[28.955686187,40.232583235]}"
bursa_sanayinoktalari.235,SANAYİ,FABRİKALAR,BEYÇELİK GESTAMP,"{""type"":""Point"",""coordinates"":[28.956506928,40.231995289]}"
bursa_sanayinoktalari.236,SANAYİ,FABRİKALAR,ERMAKSAN,"{""type"":""Point"",""coordinates"":[28.955070097,40.227021683]}"
bursa_sanayinoktalari.237,SANAYİ,FABRİKALAR,ALTA YEDEK PARÇA,"{""type"":""Point"",""coordinates"":[28.953029448,40.226741758]}"
bursa_sanayinoktalari.238,SANAYİ,FABRİKALAR,DURMAZLAR,"{""type"":""Point"",""coordinates"":[28.954274981,40.224551501]}"
bursa_sanayinoktalari.239,SANAYİ,FABRİKALAR,ERMAKSAN,"{""type"":""Point"",""coordinates"":[28.955902444,40.226009204]}"
bursa_sanayinoktalari.240,SANAYİ,FABRİKALAR,M.F. YILMAZİPEK,"{""type"":""Point"",""coordinates"":[28.954893276,40.223526077]}"
bursa_sanayinoktalari.241,SANAYİ,FABRİKALAR,DURMAZLAR,"{""type"":""Point"",""coordinates"":[28.951231456,40.223223546]}"
bursa_sanayinoktalari.242,SANAYİ,FABRİKALAR,ELSİSAN,"{""type"":""Point"",""coordinates"":[28.951186657,40.229285912]}"
bursa_sanayinoktalari.243,SANAYİ,FABRİKALAR,BOSCH,"{""type"":""Point"",""coordinates"":[28.950029586,40.232988413]}"
bursa_sanayinoktalari.244,SANAYİ,FABRİKALAR,SARIGÖZOĞLU,"{""type"":""Point"",""coordinates"":[28.952487773,40.231133296]}"
bursa_sanayinoktalari.245,SANAYİ,FABRİKALAR,VALEO,"{""type"":""Point"",""coordinates"":[28.950331913,40.230531441]}"
bursa_sanayinoktalari.246,SANAYİ,FABRİKALAR,BAYKAL,"{""type"":""Point"",""coordinates"":[28.946892482,40.231207016]}"
bursa_sanayinoktalari.247,SANAYİ,FABRİKALAR,DESTEK OTOMOTİV,"{""type"":""Point"",""coordinates"":[28.946247622,40.230538865]}"
bursa_sanayinoktalari.248,SANAYİ,FABRİKALAR,BEYÇELİK GESTAMP,"{""type"":""Point"",""coordinates"":[28.945651405,40.229978216]}"
bursa_sanayinoktalari.249,SANAYİ,FABRİKALAR,MEKAŞ,"{""type"":""Point"",""coordinates"":[28.947728785,40.223471949]}"
bursa_sanayinoktalari.250,SANAYİ,FABRİKALAR,SVB KATAFOREZ,"{""type"":""Point"",""coordinates"":[28.947323738,40.223921095]}"
bursa_sanayinoktalari.251,SANAYİ,FABRİKALAR,PAKKENS,"{""type"":""Point"",""coordinates"":[28.947250564,40.225197104]}"
bursa_sanayinoktalari.252,SANAYİ,FABRİKALAR,NETLOG LOJİSTİK,"{""type"":""Point"",""coordinates"":[29.055607881,40.281332343]}"
bursa_sanayinoktalari.253,SANAYİ,FABRİKALAR,CHASSIS BRAKES,"{""type"":""Point"",""coordinates"":[29.053489896,40.281044127]}"
bursa_sanayinoktalari.254,SANAYİ,FABRİKALAR,G.H.S.,"{""type"":""Point"",""coordinates"":[29.053291553,40.279818772]}"
bursa_sanayinoktalari.255,SANAYİ,FABRİKALAR,EVİNOKS,"{""type"":""Point"",""coordinates"":[29.056023074,40.276741074]}"
bursa_sanayinoktalari.256,SANAYİ,FABRİKALAR,GÜRTEKİN TEKSTİL,"{""type"":""Point"",""coordinates"":[29.056773264,40.278825633]}"
bursa_sanayinoktalari.257,SANAYİ,FABRİKALAR,EPİRİLER TEKSTİL,"{""type"":""Point"",""coordinates"":[29.053618134,40.278318333]}"
bursa_sanayinoktalari.258,SANAYİ,FABRİKALAR,GRL OTOMOTİV,"{""type"":""Point"",""coordinates"":[28.940826826,40.228844803]}"
bursa_sanayinoktalari.259,SANAYİ,FABRİKALAR,ŞAHİNCE,"{""type"":""Point"",""coordinates"":[28.941204104,40.229119885]}"
bursa_sanayinoktalari.260,SANAYİ,FABRİKALAR,KİNTEKS HARPUT HOLDİNG,"{""type"":""Point"",""coordinates"":[28.941321622,40.231286799]}"
bursa_sanayinoktalari.261,SANAYİ,FABRİKALAR,ADOKSAN TEKSTİL,"{""type"":""Point"",""coordinates"":[28.942651726,40.232254797]}"
bursa_sanayinoktalari.262,SANAYİ,FABRİKALAR,ÖMER DEMİR ÇELİK,"{""type"":""Point"",""coordinates"":[28.944400405,40.229903374]}"
bursa_sanayinoktalari.263,SANAYİ,FABRİKALAR,GÜLCEMAL,"{""type"":""Point"",""coordinates"":[28.94679961,40.232376932]}"
bursa_sanayinoktalari.264,SANAYİ,FABRİKALAR,GENKİM,"{""type"":""Point"",""coordinates"":[28.945744314,40.231023427]}"
bursa_sanayinoktalari.265,SANAYİ,FABRİKALAR,BOSCH,"{""type"":""Point"",""coordinates"":[28.946290719,40.235763268]}"
bursa_sanayinoktalari.266,SANAYİ,FABRİKALAR,ŞIK APRE,"{""type"":""Point"",""coordinates"":[28.94778665,40.237482576]}"
bursa_sanayinoktalari.267,SANAYİ,FABRİKALAR,REKOR DOKUMACILIK,"{""type"":""Point"",""coordinates"":[28.950419228,40.234856377]}"
bursa_sanayinoktalari.268,SANAYİ,FABRİKALAR,OYAK RENAULT,"{""type"":""Point"",""coordinates"":[28.952974977,40.255735981]}"
bursa_sanayinoktalari.269,SANAYİ,FABRİKALAR,MAİS,"{""type"":""Point"",""coordinates"":[28.950738885,40.249876643]}"
bursa_sanayinoktalari.270,SANAYİ,FABRİKALAR,COATS,"{""type"":""Point"",""coordinates"":[28.952150138,40.250171703]}"
bursa_sanayinoktalari.271,SANAYİ,FABRİKALAR,BESAŞ,"{""type"":""Point"",""coordinates"":[28.95703277,40.251311255]}"
bursa_sanayinoktalari.272,SANAYİ,FABRİKALAR,PARSEKER,"{""type"":""Point"",""coordinates"":[28.965114372,40.236247561]}"
bursa_sanayinoktalari.273,SANAYİ,FABRİKALAR,HANTAŞ,"{""type"":""Point"",""coordinates"":[28.945865196,40.246375452]}"
bursa_sanayinoktalari.274,SANAYİ,FABRİKALAR,A.T TEKSTİL,"{""type"":""Point"",""coordinates"":[28.945788214,40.246774721]}"
bursa_sanayinoktalari.275,SANAYİ,FABRİKALAR,SONEL,"{""type"":""Point"",""coordinates"":[28.945366005,40.246631488]}"
bursa_sanayinoktalari.276,SANAYİ,FABRİKALAR,PRESSMECH,"{""type"":""Point"",""coordinates"":[28.957087887,40.247400304]}"
bursa_sanayinoktalari.277,SANAYİ,FABRİKALAR,İNOVA,"{""type"":""Point"",""coordinates"":[28.961964245,40.243812913]}"
bursa_sanayinoktalari.278,SANAYİ,FABRİKALAR,DOĞASAN,"{""type"":""Point"",""coordinates"":[28.955785899,40.235690496]}"
bursa_sanayinoktalari.279,SANAYİ,FABRİKALAR,ÇELİKFORM,"{""type"":""Point"",""coordinates"":[28.959565697,40.232763869]}"
bursa_sanayinoktalari.280,SANAYİ,FABRİKALAR,ERKAĞIT,"{""type"":""Point"",""coordinates"":[28.953201375,40.225276027]}"
bursa_sanayinoktalari.281,SANAYİ,FABRİKALAR,KUPON,"{""type"":""Point"",""coordinates"":[28.944071006,40.229651201]}"
bursa_sanayinoktalari.282,SANAYİ,FABRİKALAR,AROBUS,"{""type"":""Point"",""coordinates"":[28.94511893,40.248992629]}"
bursa_sanayinoktalari.283,SANAYİ,FABRİKALAR,SARI ANKOLAJ,"{""type"":""Point"",""coordinates"":[29.056479845,40.276613253]}"
bursa_sanayinoktalari.284,SANAYİ,FABRİKALAR,KÜTAHYA PORSELEN A.Ş.,"{""type"":""Point"",""coordinates"":[29.054454799,40.275153855]}"
bursa_sanayinoktalari.285,SANAYİ,FABRİKALAR,BURSA AVİZE,"{""type"":""Point"",""coordinates"":[29.054237721,40.27563028]}"
bursa_sanayinoktalari.286,SANAYİ,FABRİKALAR,LOW PROFILE,"{""type"":""Point"",""coordinates"":[29.057007795,40.274333731]}"
bursa_sanayinoktalari.287,SANAYİ,FABRİKALAR,REVAR,"{""type"":""Point"",""coordinates"":[29.057030487,40.272586615]}"
bursa_sanayinoktalari.288,SANAYİ,FABRİKALAR,ANY TEKSTİL,"{""type"":""Point"",""coordinates"":[29.058371867,40.270472214]}"
bursa_sanayinoktalari.289,SANAYİ,FABRİKALAR,GRAMMER,"{""type"":""Point"",""coordinates"":[29.058752254,40.270462801]}"
bursa_sanayinoktalari.290,SANAYİ,FABRİKALAR,SCHOLZ METAL,"{""type"":""Point"",""coordinates"":[29.060277399,40.269931902]}"
bursa_sanayinoktalari.291,SANAYİ,FABRİKALAR,MORAL TEKSTİL,"{""type"":""Point"",""coordinates"":[29.062809654,40.269892557]}"
bursa_sanayinoktalari.292,SANAYİ,FABRİKALAR,PRO-KAP,"{""type"":""Point"",""coordinates"":[29.063085589,40.272949308]}"
bursa_sanayinoktalari.293,SANAYİ,FABRİKALAR,USK TEKS. SAN. TİC. LTD. ŞTİ.,"{""type"":""Point"",""coordinates"":[29.059328931,40.269761889]}"
bursa_sanayinoktalari.294,SANAYİ,FABRİKALAR,PARLAMIŞ,"{""type"":""Point"",""coordinates"":[29.061537563,40.269299987]}"
bursa_sanayinoktalari.295,SANAYİ,FABRİKALAR,ÜNSPED,"{""type"":""Point"",""coordinates"":[29.061937611,40.269377698]}"
bursa_sanayinoktalari.296,SANAYİ,FABRİKALAR,GİDAŞ,"{""type"":""Point"",""coordinates"":[29.063382574,40.26843162]}"
bursa_sanayinoktalari.297,SANAYİ,FABRİKALAR,FLOTEKS,"{""type"":""Point"",""coordinates"":[29.063090816,40.267000494]}"
bursa_sanayinoktalari.298,SANAYİ,FABRİKALAR,SOFRA YEMEK,"{""type"":""Point"",""coordinates"":[29.064547228,40.266402317]}"
bursa_sanayinoktalari.299,SANAYİ,FABRİKALAR,İPEKİŞ,"{""type"":""Point"",""coordinates"":[29.066198585,40.268445923]}"
bursa_sanayinoktalari.300,SANAYİ,FABRİKALAR,FEMTEKS,"{""type"":""Point"",""coordinates"":[29.064518488,40.268774264]}"
bursa_sanayinoktalari.301,SANAYİ,FABRİKALAR,MUZAFFER MERT TEKSTİL,"{""type"":""Point"",""coordinates"":[29.06250239,40.266557716]}"
bursa_sanayinoktalari.302,SANAYİ,FABRİKALAR,BATI DOKUMACILIK,"{""type"":""Point"",""coordinates"":[29.066537321,40.268854503]}"
bursa_sanayinoktalari.303,SANAYİ,FABRİKALAR,SEGER,"{""type"":""Point"",""coordinates"":[29.066112069,40.269016905]}"
bursa_sanayinoktalari.304,SANAYİ,FABRİKALAR,GÜLTEKSTİL,"{""type"":""Point"",""coordinates"":[29.065760047,40.269192048]}"
bursa_sanayinoktalari.305,SANAYİ,FABRİKALAR,PAS OTOMOTİV,"{""type"":""Point"",""coordinates"":[29.065488073,40.27063029]}"
bursa_sanayinoktalari.306,SANAYİ,FABRİKALAR,NECATİ AKDENİZ TEKSTİL,"{""type"":""Point"",""coordinates"":[29.065971968,40.270388783]}"
bursa_sanayinoktalari.307,SANAYİ,FABRİKALAR,BERTEKS TEKSTİL,"{""type"":""Point"",""coordinates"":[29.066792071,40.272628193]}"
bursa_sanayinoktalari.308,SANAYİ,FABRİKALAR,BERKAY,"{""type"":""Point"",""coordinates"":[29.064664841,40.272665818]}"
bursa_sanayinoktalari.309,SANAYİ,FABRİKALAR,MERTCAN,"{""type"":""Point"",""coordinates"":[29.064944895,40.27265855]}"
bursa_sanayinoktalari.310,SANAYİ,FABRİKALAR,NUREL TEKSTİL,"{""type"":""Point"",""coordinates"":[29.068781591,40.272334476]}"
bursa_sanayinoktalari.311,SANAYİ,FABRİKALAR,İLKETAP,"{""type"":""Point"",""coordinates"":[29.065525809,40.272971084]}"
bursa_sanayinoktalari.312,SANAYİ,FABRİKALAR,ONEM,"{""type"":""Point"",""coordinates"":[29.066608076,40.272896903]}"
bursa_sanayinoktalari.313,SANAYİ,FABRİKALAR,EMKO,"{""type"":""Point"",""coordinates"":[29.067088916,40.272855987]}"
bursa_sanayinoktalari.314,SANAYİ,FABRİKALAR,NUREL MEDİKAL,"{""type"":""Point"",""coordinates"":[29.068181313,40.272791404]}"
bursa_sanayinoktalari.315,SANAYİ,FABRİKALAR,ÖR-İŞ FANTAZİ İPLİK,"{""type"":""Point"",""coordinates"":[29.068452942,40.272760532]}"
bursa_sanayinoktalari.316,SANAYİ,FABRİKALAR,E.S.C. TEKSTİL,"{""type"":""Point"",""coordinates"":[29.068643444,40.273700801]}"
bursa_sanayinoktalari.317,SANAYİ,FABRİKALAR,KULÜP TEKSTİL,"{""type"":""Point"",""coordinates"":[29.068329822,40.273705901]}"
bursa_sanayinoktalari.318,SANAYİ,FABRİKALAR,TEKSİUM,"{""type"":""Point"",""coordinates"":[29.063646206,40.273968113]}"
bursa_sanayinoktalari.319,SANAYİ,FABRİKALAR,BURSA ALFA KİMYA,"{""type"":""Point"",""coordinates"":[29.069803685,40.272723837]}"
bursa_sanayinoktalari.320,SANAYİ,FABRİKALAR,METKON,"{""type"":""Point"",""coordinates"":[29.070295578,40.273374683]}"
bursa_sanayinoktalari.321,SANAYİ,FABRİKALAR,HASSAS  PLASTİK,"{""type"":""Point"",""coordinates"":[29.072412067,40.273396078]}"
bursa_sanayinoktalari.322,SANAYİ,FABRİKALAR,ŞAHİNKUL MAKİNA,"{""type"":""Point"",""coordinates"":[29.066830206,40.266965013]}"
bursa_sanayinoktalari.323,SANAYİ,FABRİKALAR,TÜRKSEVEN,"{""type"":""Point"",""coordinates"":[29.067864476,40.267185407]}"
bursa_sanayinoktalari.324,SANAYİ,FABRİKALAR,HANDE TEKSTİL,"{""type"":""Point"",""coordinates"":[29.070685911,40.268213916]}"
bursa_sanayinoktalari.325,SANAYİ,FABRİKALAR,KURTSAN,"{""type"":""Point"",""coordinates"":[29.067517342,40.268213584]}"
bursa_sanayinoktalari.326,SANAYİ,FABRİKALAR,K.P.S.,"{""type"":""Point"",""coordinates"":[29.067723095,40.268179502]}"
bursa_sanayinoktalari.327,SANAYİ,FABRİKALAR,ACARSOY 1,"{""type"":""Point"",""coordinates"":[29.072024881,40.268704152]}"
bursa_sanayinoktalari.328,SANAYİ,FABRİKALAR,IŞIKSER TEKSTİL,"{""type"":""Point"",""coordinates"":[29.073265622,40.268727201]}"
bursa_sanayinoktalari.329,SANAYİ,FABRİKALAR,KUZALTI TEKSTİL,"{""type"":""Point"",""coordinates"":[29.073521042,40.268609161]}"
bursa_sanayinoktalari.330,SANAYİ,FABRİKALAR,ŞELALE KARTELA,"{""type"":""Point"",""coordinates"":[29.070401235,40.269795444]}"
bursa_sanayinoktalari.331,SANAYİ,FABRİKALAR,A.K.E. SPOR,"{""type"":""Point"",""coordinates"":[29.066916475,40.267711752]}"
bursa_sanayinoktalari.332,SANAYİ,FABRİKALAR,ÜNAŞ TEKSTİL,"{""type"":""Point"",""coordinates"":[29.069731725,40.270305708]}"
bursa_sanayinoktalari.333,SANAYİ,FABRİKALAR,A.R. ALTINLILAR,"{""type"":""Point"",""coordinates"":[29.070298049,40.270176355]}"
bursa_sanayinoktalari.334,SANAYİ,FABRİKALAR,HÜNER,"{""type"":""Point"",""coordinates"":[29.068967867,40.271604271]}"
bursa_sanayinoktalari.335,SANAYİ,FABRİKALAR,EPSAN,"{""type"":""Point"",""coordinates"":[29.070593051,40.27391593]}"
bursa_sanayinoktalari.336,SANAYİ,FABRİKALAR,BARUTÇU TEKSTİL,"{""type"":""Point"",""coordinates"":[29.071410967,40.275337131]}"
bursa_sanayinoktalari.337,SANAYİ,FABRİKALAR,İZGÜN GIDA,"{""type"":""Point"",""coordinates"":[29.071176333,40.274661431]}"
bursa_sanayinoktalari.338,SANAYİ,FABRİKALAR,DİKİCİ TEKSTİL,"{""type"":""Point"",""coordinates"":[29.073239093,40.274998441]}"
bursa_sanayinoktalari.339,SANAYİ,FABRİKALAR,TRUVA GİYİM,"{""type"":""Point"",""coordinates"":[29.07026561,40.276852478]}"
bursa_sanayinoktalari.340,SANAYİ,FABRİKALAR,KAPİMSAN,"{""type"":""Point"",""coordinates"":[29.071270846,40.276637535]}"
bursa_sanayinoktalari.341,SANAYİ,FABRİKALAR,FİSTAŞ 3,"{""type"":""Point"",""coordinates"":[29.074522187,40.281568531]}"
bursa_sanayinoktalari.342,SANAYİ,FABRİKALAR,YÜCEL MENSUCAT,"{""type"":""Point"",""coordinates"":[29.074845213,40.281241355]}"
bursa_sanayinoktalari.343,SANAYİ,FABRİKALAR,MARSTEKS,"{""type"":""Point"",""coordinates"":[29.074334217,40.280987112]}"
bursa_sanayinoktalari.344,SANAYİ,FABRİKALAR,AKARCA TEKSTİL,"{""type"":""Point"",""coordinates"":[29.072682067,40.279895498]}"
bursa_sanayinoktalari.345,SANAYİ,FABRİKALAR,H.M.Y TEKSTİL,"{""type"":""Point"",""coordinates"":[29.071291856,40.280266168]}"
bursa_sanayinoktalari.346,SANAYİ,FABRİKALAR,YILSAY TEKSTİL,"{""type"":""Point"",""coordinates"":[29.070643267,40.280035799]}"
bursa_sanayinoktalari.347,SANAYİ,FABRİKALAR,YILMAR ÇELİK,"{""type"":""Point"",""coordinates"":[29.07243929,40.279415233]}"
bursa_sanayinoktalari.348,SANAYİ,FABRİKALAR,BİREL TEKSTİL,"{""type"":""Point"",""coordinates"":[29.071885571,40.278467259]}"
bursa_sanayinoktalari.349,SANAYİ,FABRİKALAR,YILMAZ SÜNGER,"{""type"":""Point"",""coordinates"":[29.072506843,40.27949065]}"
bursa_sanayinoktalari.350,SANAYİ,FABRİKALAR,C.E.R.M.TEKSTİL,"{""type"":""Point"",""coordinates"":[29.071627244,40.278076126]}"
bursa_sanayinoktalari.351,SANAYİ,FABRİKALAR,ELEMENT TEKSTİL,"{""type"":""Point"",""coordinates"":[29.071498677,40.277900684]}"
bursa_sanayinoktalari.352,SANAYİ,FABRİKALAR,KADİM KADİFE,"{""type"":""Point"",""coordinates"":[29.071437594,40.277795119]}"
bursa_sanayinoktalari.353,SANAYİ,FABRİKALAR,İLKO,"{""type"":""Point"",""coordinates"":[29.071830654,40.277282689]}"
bursa_sanayinoktalari.354,SANAYİ,FABRİKALAR,TERCİH NAKLİYAT,"{""type"":""Point"",""coordinates"":[29.071871139,40.277279439]}"
bursa_sanayinoktalari.355,SANAYİ,FABRİKALAR,EGESİM İPLİK,"{""type"":""Point"",""coordinates"":[29.073093519,40.277042068]}"
bursa_sanayinoktalari.356,SANAYİ,FABRİKALAR,BODO-PROLAST,"{""type"":""Point"",""coordinates"":[29.073818023,40.277024083]}"
bursa_sanayinoktalari.357,SANAYİ,FABRİKALAR,IHLAMUR TEKSTİL,"{""type"":""Point"",""coordinates"":[29.074189149,40.27690935]}"
bursa_sanayinoktalari.358,SANAYİ,FABRİKALAR,EVİMTEKS,"{""type"":""Point"",""coordinates"":[29.076077589,40.276881994]}"
bursa_sanayinoktalari.359,SANAYİ,FABRİKALAR,MESAFE TEKSTİL,"{""type"":""Point"",""coordinates"":[29.076948289,40.276791255]}"
bursa_sanayinoktalari.360,SANAYİ,FABRİKALAR,ÇATEKS,"{""type"":""Point"",""coordinates"":[29.074422668,40.277739947]}"
bursa_sanayinoktalari.361,SANAYİ,FABRİKALAR,ADAL TEKSTİL,"{""type"":""Point"",""coordinates"":[29.076965529,40.279250258]}"
bursa_sanayinoktalari.362,SANAYİ,FABRİKALAR,F.S.S. 3,"{""type"":""Point"",""coordinates"":[29.075449153,40.279724661]}"
bursa_sanayinoktalari.363,SANAYİ,FABRİKALAR,GESA,"{""type"":""Point"",""coordinates"":[29.073887123,40.275590403]}"
bursa_sanayinoktalari.364,SANAYİ,FABRİKALAR,AKDÜLGER,"{""type"":""Point"",""coordinates"":[29.075734337,40.276530005]}"
bursa_sanayinoktalari.365,SANAYİ,FABRİKALAR,PEHLİVANSOY TEKSTİL,"{""type"":""Point"",""coordinates"":[29.077488147,40.27566337]}"
bursa_sanayinoktalari.366,SANAYİ,FABRİKALAR,NAYSA PLASTİK,"{""type"":""Point"",""coordinates"":[29.078804988,40.268813405]}"
bursa_sanayinoktalari.367,SANAYİ,FABRİKALAR,KAFKA,"{""type"":""Point"",""coordinates"":[29.079056367,40.268809211]}"
bursa_sanayinoktalari.368,SANAYİ,FABRİKALAR,ÇETİN ŞENAY-BURKANLAR TEKSTİL,"{""type"":""Point"",""coordinates"":[29.078304541,40.268813533]}"
bursa_sanayinoktalari.369,SANAYİ,FABRİKALAR,GİPECİLER,"{""type"":""Point"",""coordinates"":[29.077571655,40.269917776]}"
bursa_sanayinoktalari.370,SANAYİ,FABRİKALAR,REBİ,"{""type"":""Point"",""coordinates"":[29.077586835,40.26934987]}"
